iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
1989,,,No summary available,1,1,1,6,Unknown,6
1989,38.880777,-77.108273,"1/0/1989: Unknown perpetrators failed in their attempts to firebomb the house of Nguyen Thanh Hoang in Arlington, Virginia, United States.  It was suspected that the residence was targeted because it housed the publishing offices for the controversial Vietnamese anti-communist magazine Tien Phong.  Hoang's name was also on a hit-list credited to the Vietnamese Organization to Exterminate Communists and Restore the Nation (VOECRN), however, the VOECRN denied any involvement in the incident.",1,1,1,7,Unknown,0
1989,31.8186,75.2028,No summary available,1,1,1,1,Sikh Extremists,1
1989,24.867222,84.143611,No summary available,1,1,1,1,Sikh Extremists,5
1989,30.954424,74.612085,No summary available,1,1,1,1,Sikh Extremists,6
1989,25.216667,84.983333,No summary available,1,1,1,2,Naxalites,16
1989,27.056736,76.214425,No summary available,1,1,1,1,Sikh Extremists,1
1989,29.933673,78.179867,No summary available,1,1,1,3,Sikh Extremists,3
1989,,,No summary available,1,1,1,3,Sikh Extremists,3
1989,-8.54966,125.566599,No summary available,1,1,0,3,Revolutionary Front for an Independent East Timor (FRETILIN),84
1989,32.084841,34.835297,No summary available,1,1,1,3,Keshet,0
1989,24.893379,67.028061,No summary available,1,1,1,2,Unknown,1
1989,54.597269,-5.930109,No summary available,1,1,1,2,Irish Republican Army (IRA),0
1989,-26.246319,27.853677,No summary available,1,1,1,3,Unknown,0
1989,31.857028,35.460596,No summary available,1,1,1,1,Palestinians,1
1989,,,No summary available,1,1,1,2,Nicaraguan Resistance,3
1989,13.727896,100.524123,No summary available,1,1,1,1,Soldiers of Truth,1
1989,9.30535,-75.3978,No summary available,1,1,1,1,Unknown,3
1989,4.092517,-75.154538,No summary available,1,1,1,1,Unknown,1
1989,4.092517,-75.154538,No summary available,1,1,1,1,Unknown,1
1989,2.771723,-77.664614,No summary available,1,1,1,1,Unknown,1
1989,1.99147,-76.04537,No summary available,1,1,1,1,Unknown,3
1989,5.274444,-73.0575,No summary available,1,1,1,1,Unknown,3
1989,8.09242,-76.72738,No summary available,1,1,1,1,Unknown,4
1989,9.495495,-75.352055,No summary available,1,1,1,1,Death Squad,1
1989,-13.163874,-74.223564,No summary available,1,1,1,1,Shining Path (SL),1
1989,-26.177929,27.974858,No summary available,1,1,1,1,Unknown,0
1989,-17.783219,-63.182042,No summary available,1,1,1,3,Unknown,0
1989,-13.336829,-74.527031,No summary available,1,1,1,2,Shining Path (SL),8
1989,1.61456,-75.6053,No summary available,1,1,1,6,The Extraditables,0
1989,43.256963,-2.923441,No summary available,1,1,1,1,Basque Fatherland and Freedom (ETA),0
1989,32.149831,35.114631,No summary available,1,1,1,1,Palestinians,1
1989,6.18676,-74.58397,No summary available,1,1,1,2,Revolutionary Armed Forces of Colombia (FARC),4
1989,6.908868,122.0772,No summary available,1,1,0,2,Muslims,16
1989,4.814278,-75.694558,No summary available,1,1,1,1,Death Squad,1
1989,,,No summary available,1,1,1,2,Shining Path (SL),12
1989,-13.163874,-74.223564,No summary available,1,1,1,1,Shining Path (SL),3
1989,30.900965,75.857276,No summary available,1,1,1,3,Sikh Extremists,0
1989,30.900965,75.857276,No summary available,1,1,1,3,Sikh Extremists,0
1989,-17.783219,-63.182042,No summary available,1,1,1,3,Unknown,0
1989,-16.500194,-68.150162,No summary available,1,1,1,3,Unknown,0
1989,-19.505979,33.438353,No summary available,1,1,1,2,Mozambique National Resistance Movement (MNR),7
1989,-26.363175,28.15222,No summary available,1,1,1,3,Unknown,1
1989,,,No summary available,1,1,0,2,Farabundo Marti National Liberation Front (FMLN),0
1989,13.536835,-88.780584,No summary available,1,1,0,3,Farabundo Marti National Liberation Front (FMLN),0
1989,,,No summary available,1,1,0,2,Farabundo Marti National Liberation Front (FMLN),2
1989,-7.244488,-76.825965,No summary available,1,1,1,3,Shining Path (SL),4
