iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
1991,31.950001,35.933331,No summary available,1,1,1,7,Unknown,0
1991,,,No summary available,1,1,1,3,New People's Army (NPA),
1991,16.633333,-90.183333,No summary available,1,1,1,1,Guatemalan National Revolutionary Unity (URNG),0
1991,17.795745,121.322798,No summary available,1,1,0,2,New People's Army (NPA),8
1991,3.88182,-77.07042,No summary available,1,1,1,3,Simon Bolivar Guerrilla Coordinating Board (CGSB),0
1991,3.88182,-77.07042,No summary available,1,1,1,7,Simon Bolivar Guerrilla Coordinating Board (CGSB),0
1991,6.270526,-75.572173,No summary available,1,1,1,1,Revolutionary Armed Forces of Colombia (FARC),2
1991,3.68415,-76.31235,No summary available,1,1,1,1,Revolutionary Armed Forces of Colombia (FARC),1
1991,10.63213,-74.92172,No summary available,1,1,1,1,Unknown,1
1991,7.32234,-73.01493,No summary available,1,1,1,2,Revolutionary Armed Forces of Colombia (FARC),2
1991,0.42529,-76.90507,No summary available,1,1,0,2,Revolutionary Armed Forces of Colombia (FARC),7
1991,3.88182,-77.07042,No summary available,1,1,1,2,Revolutionary Armed Forces of Colombia (FARC),5
1991,-15.433661,-74.617006,No summary available,1,1,1,2,Shining Path (SL),2
1991,7.99221,-76.63719,No summary available,1,1,1,6,Unknown,2
1991,0.435951,-75.52767,No summary available,1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
1991,2.95485,-76.26825,No summary available,1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),15
1991,7.491752,-74.868183,No summary available,1,1,0,2,Revolutionary Armed Forces of Colombia (FARC),4
1991,11.354774,-72.520483,No summary available,1,1,1,2,Revolutionary Armed Forces of Colombia (FARC),0
1991,5.45394,-73.36205,No summary available,1,1,1,2,Revolutionary Armed Forces of Colombia (FARC),0
1991,11.01079,-74.25162,No summary available,1,1,1,2,Simon Bolivar Guerrilla Coordinating Board (CGSB),12
1991,6.2675,-75.568611,No summary available,1,1,1,2,Revolutionary Armed Forces of Colombia (FARC),0
1991,6.643708,-73.653621,No summary available,1,1,1,2,Revolutionary Armed Forces of Colombia (FARC),0
1991,6.547306,-71.002231,No summary available,1,1,1,2,Revolutionary Armed Forces of Colombia (FARC),0
1991,13.557072,-88.349433,No summary available,1,1,0,2,Farabundo Marti National Liberation Front (FMLN),3
1991,,,No summary available,1,1,0,2,New People's Army (NPA),4
1991,9.518485,80.406057,No summary available,1,1,0,2,Liberation Tigers of Tamil Eelam (LTTE),0
1991,9.815254,80.037053,No summary available,1,1,0,3,Liberation Tigers of Tamil Eelam (LTTE),0
1991,13.69288,-89.199161,No summary available,1,1,0,2,Farabundo Marti National Liberation Front (FMLN),3
1991,42.600348,8.829121,No summary available,1,1,1,5,Corsican National Liberation Front- Historic Channel,0
